param begin_PLACE 	    := 1;
param end_PLACE         := 252;
param begin_CLUSTER     := 0;
param end_CLUSTER 	    := 14;
param begin_DIMENSION   := 1;
param end_DIMENSION     := 2;
param instance          := 7;
  
param	Q:= 
0	6
1	7
2	8
3	11
4	11
5	11
6	12
7	12
8	12
9	13
10	14
11	21
12	25
13	38
14	51;
  
param :	x y :=  
211	242.3710	1054.1934
212	202.2031	1054.1934
213	359.4707	1027.6417
214	398.2770	1027.6417
215	457.5076	1027.6417
216	496.9947	1027.6417
217	555.5446	1027.6417
218	595.0317	1026.9609
219	554.8638	1054.1934
220	595.0317	1053.5126
221	358.7899	1054.1934
222	398.9578	1054.1934
223	457.5076	1054.1934
224	497.6755	1054.8742
225	712.1314	1027.6417
226	712.8122	1053.5126
227	751.6185	1027.6417
228	752.2993	1054.1934
229	810.8491	1027.6417
230	810.8491	1053.5126
231	851.0170	1028.3225
232	851.0170	1053.5126
233	850.3362	1094.3613
234	851.0170	1120.9130
235	810.1683	1120.9130
236	809.4875	1093.6805
237	359.4707	1093.6805
238	398.2770	1094.3613
239	398.9578	1120.9130
240	359.4707	1120.9130
241	300.9209	1120.9130
242	300.2400	1094.3613
243	241.6902	1093.6805
244	202.8839	1094.3613
245	202.8839	1120.2322
246	241.6902	1121.5938
247	142.9724	1120.9130
248	143.6533	1094.3613
249	102.8045	1093.6805
250	104.1662	1120.9130
251	103.4853	1053.5126
252	144.3341	1054.8742;
