148 7.74637858072917E+0002  6.08825683593750E+0002
149 7.99179077148438E+0002  6.08444213867188E+0002
150 7.74741769108029E+0002  6.16588826719443E+0002
151 7.76962238639634E+0002  5.93273896637587E+0002
152 7.76074050826992E+0002  5.86168394136451E+0002
153 7.95614182705118E+0002  5.86168394136451E+0002
154 7.97907511393229E+0002  5.93185424804688E+0002
155 8.26034615288110E+0002  5.85946347183290E+0002
156 8.26478709194431E+0002  5.93495943590748E+0002
157 8.25146427475468E+0002  6.08595136405664E+0002
158 7.14599276304570E+0002  1.04018450325432E+0002
159 9.30180222189063E+0002  6.06393575559913E+0001
160 9.65014948200887E+0002  6.16252460280241E+0001
161 6.30411249553686E+0002  5.85280206323808E+0002
162 6.55502555260825E+0002  5.75510140384745E+0002
163 7.02798556284018E+0002  5.74621952572103E+0002
164 7.27667815037997E+0002  5.75066046478424E+0002
165 7.00578086752412E+0002  6.16810873672603E+0002
166 7.26557580272194E+0002  6.17477014532085E+0002
167 6.57723024792430E+0002  6.27247080471148E+0002
168 6.31077390413167E+0002  6.27025033517987E+0002
169 7.02798556284018E+0002  5.74621952572103E+0002
170 7.27667815037997E+0002  5.75066046478424E+0002
171 7.00578086752412E+0002  6.16810873672603E+0002
172 7.26557580272194E+0002  6.17477014532085E+0002
173 6.57723024792430E+0002  6.27247080471148E+0002
174 6.31077390413167E+0002  6.27025033517987E+0002;

param demands := 
	1 1
	2 1
	3 1
	4 1
	5 1
	6 1
	7 1
	8 1
	9 1
	10 1
	11 1
	12 1
	13 1
	14 1
	15 1
	16 1
	17 1
	18 1
	19 1
	20 1
	21 1
	22 1
	23 1
	24 1
	25 1
	26 1
	27 1
	28 1
	29 1
	30 1
	31 1
	32 1
	33 1
	34 1
	35 1
	36 1
	37 1
	38 1
	39 1
	40 1
	41 1
	42 1
	43 1
	44 1
	45 1
	46 1
	47 1
	48 1
	49 1
	50 1
	51 1
	52 1
	53 1
	54 1
	55 1
	56 1
	57 1
	58 1
	59 1
	60 1
	61 1
	62 1
	63 1
	64 1
	65 1
	66 1
	67 1
	68 1
	69 1
	70 1
	71 1
	72 1
	73 1
	74 1
	75 1
	76 1
	77 1
	78 1
	79 1
	80 1
	81 1
	82 1
	83 1
	84 1
	85 1
	86 1
	87 1
	88 1
	89 1
	90 1
	91 1
	92 1
	93 1
	94 1
	95 1
	96 1
	97 1
	98 1
	99 1
	100 1
	101 1
	102 1
	103 1
	104 1
	105 1
	106 1
	107 1
	108 1
	109 1
	110 1
	111 1
	112 1
	113 1
	114 1
	115 1
	116 1
	117 1
	118 1
	119 1
	120 1
	121 1
	122 1
	123 1
	124 1
	125 1
	126 1
	127 1
	128 1
	129 1
	130 1
	131 1
	132 1
	133 1
	134 1
	135 1
	136 1
	137 1
	138 1
	139 1
	140 1
	141 1
	142 1
	143 1
	144 1
	145 1
	146 1
	147 1
	148 1
	149 1
	150 1
	151 1
	152 1
	153 1
	154 1
	155 1
	156 1
	157 1
	158 1
	159 1
	160 1
	161 1
	162 1
	163 1
	164 1
	165 1
	166 1
	167 1
	168 1
	169 1
	170 1
	171 1
	172 1
	173 1
	174 1
;

param p := 26;

param	Q:= 
0	1
1	1
2	1
3	1
4	1
5	3
6	3
7	3
8	3
9	4
10	4
11	6
12	7
13	7
14	7
15	8
16	9
17	9
18	9
19	11
20	11
21	11
22	12
23	12
24	13
25	17;
