param begin_PLACE 	:= 1;
param end_PLACE         := 350;
param begin_CLUSTER     := 0;
param end_CLUSTER 	:= 22;
param begin_DIMENSION   := 1;
param end_DIMENSION     := 2;
param instance          := 5;
  
param	Q:= 
0	6
1	7
2	8
3	8
4	9
5	9
6	10
7	10
8	10
9	10
10	11
11	11
12	11
13	11
14	12
15	12
16	12
17	12
18	13
19	14
20	15
21	29
22	100;
  
param :	x y :=  
303	810.8491	988.1546
304	104.8470	1028.3225
305	143.6533	1026.9609
306	202.2031	1027.6417
307	241.6902	1028.3225
308	242.3710	1054.1934
309	202.2031	1054.1934
310	359.4707	1027.6417
311	398.2770	1027.6417
312	457.5076	1027.6417
313	496.9947	1027.6417
314	555.5446	1027.6417
315	595.0317	1026.9609
316	554.8638	1054.1934
317	595.0317	1053.5126
318	358.7899	1054.1934
319	398.9578	1054.1934
320	457.5076	1054.1934
321	497.6755	1054.8742
322	712.1314	1027.6417
323	712.8122	1053.5126
324	751.6185	1027.6417
325	752.2993	1054.1934
326	810.8491	1027.6417
327	810.8491	1053.5126
328	851.0170	1028.3225
329	851.0170	1053.5126
330	850.3362	1094.3613
331	851.0170	1120.9130
332	810.1683	1120.9130
333	809.4875	1093.6805
334	359.4707	1093.6805
335	398.2770	1094.3613
336	398.9578	1120.9130
337	359.4707	1120.9130
338	300.9209	1120.9130
339	300.2400	1094.3613
340	241.6902	1093.6805
341	202.8839	1094.3613
342	202.8839	1120.2322
343	241.6902	1121.5938
344	142.9724	1120.9130
345	143.6533	1094.3613
346	102.8045	1093.6805
347	104.1662	1120.9130
348	103.4853	1053.5126
349	144.3341	1054.8742
350	143.9491	310.1092;
