198											
0.15	0.21	-0.76	0.23	0.09	0.26	-0.14	-0.45	0.21	0.02	0.01	-0.07
0.08	0.25	-0.99	0.38	0.2	0.36	-0.14	-0.72	0.09	-0.03	-0.06	-0.03
0.19	0.28	-0.87	0.22	0.16	0.3	-0.16	-0.39	0.06	-0.15	0.1	-0.03
0.34	0.33	-1	0.18	0.14	0.24	-0.47	-0.68	0.27	-0.02	-0.07	-0.93
0.32	0.37	-0.89	0.28	0.13	0.26	-0.26	-0.68	0.23	0.03	-0.14	-0.16
0.16	0.33	-0.23	0.33	0.11	0.26	-0.23	-0.65	0.23	-0.09	-0.01	-0.02
0.18	0.31	-0.69	0.35	0.09	0.25	-0.06	-0.34	0.08	-0.08	0.18	-0.09
0.06	0.19	-1	0.36	0.1	0.25	-0.16	-0.5	-0.05	-0.26	-0.13	-0.22
-0.11	-0.04	-1.26	0.1	-0.08	-0.07	-0.51	-0.88	-0.16	-0.82	-0.53	-1.41
0.41	0.12	-1.26	0.29	0.11	0.26	-0.01	-0.39	0	-0.04	-0.14	-0.14
0.03	0.42	-0.44	0.35	0.07	0.16	-0.06	-0.52	0.06	-0.21	-0.18	-0.51
0.15	-0.02	-1.38	0.02	-0.11	-0.02	-0.45	-0.68	-0.01	-0.14	-0.87	-1.1
0.24	0.42	-1.06	0.35	0.11	0.28	-0.46	-0.8	0.24	0.02	0.11	-0.21
0.25	0.24	-0.75	0.23	0.13	0.26	-0.1	-0.37	0.19	0	-0.16	-0.36
1.44	0.29	-0.97	0.33	0.19	0.32	-0.02	-0.47	0.1	0.01	0.56	1.62
0.09	0.17	-1.18	0.12	-0.03	0.13	-0.33	-0.71	0.04	-0.03	-0.01	0.5
0.24	0.34	-0.96	0.32	0.09	0.33	-0.51	-0.73	0.29	0.11	0.47	0.72
0.49	0.22	-1.18	0.25	0.05	0.3	-0.15	-0.41	0.18	0.07	0.33	-0.26
0.33	0.32	-1.09	0.18	0.13	0.27	-0.36	-0.63	0.34	0.07	-0.1	-0.59
-0.61	0.32	-0.34	0.2	0.16	0.15	-0.52	-0.39	0.03	-0.02	-0.32	-0.13
0.44	0.29	-0.94	0.28	0.11	0.32	-0.35	-0.7	0.33	0.07	-0.36	-0.69
0.27	0.29	-0.74	0.28	0.15	0.16	-0.2	-0.36	0.08	-0.25	-0.16	-0.45
-0.22	0.33	-0.44	0.31	0.19	0.31	-0.25	-0.35	0	-0.34	0.03	-0.11
0.39	0.22	-1.12	0.24	0.07	0.22	-0.08	-0.25	0.1	-0.12	0.05	-0.11
-0.52	0.2	-0.84	0.27	0.1	0.24	-0.4	-0.64	0.13	-0.05	-0.03	-0.38
0.45	0.24	-1.07	0.26	0.05	0.26	-0.09	-0.21	0.13	-0.07	-0.54	-0.58
-0.25	0.32	-0.29	0.24	0.05	0.21	-0.32	-0.45	0.1	-0.01	0.13	0.07
0.13	0.22	-0.87	0.28	0.05	0.19	-0.18	-0.35	0.02	-0.2	0.04	-0.01
0.15	0.21	-0.69	0.28	0.17	0.23	-0.01	-0.15	0.1	-0.19	0.16	-0.1
0.5	0.13	-1.07	0.13	0.07	0.19	-0.27	-0.55	0.19	0.03	0.18	-1.03
-0.8	0.26	-0.41	0.19	-0.04	0.18	-0.43	-0.33	-0.04	0.49	-0.7	-0.54
0.1	0.54	-0.05	0.25	0.27	0.25	0.02	-0.19	0.17	-0.1	-0.51	0.09
0.52	0.29	-0.59	0.37	0.25	0.24	-0.16	-0.52	0.25	0.05	0.23	0.24
0.51	0.16	-0.48	0.27	0.27	0.45	-0.12	-0.48	0.25	0.03	0.26	0.88
-0.73	0.27	-0.77	0.24	0.12	0.2	-0.64	-0.62	0.22	0.01	-0.71	-1.21
0.44	0.34	-0.92	0.5	0.04	0.3	-0.27	-0.74	0.14	-0.32	-0.05	-0.34
0.23	0.31	-1.06	0.32	0.07	0.33	-0.29	-0.71	0.12	-0.04	-0.17	-0.46
0.54	0.22	-0.87	0.26	0.13	0.19	-0.29	-0.75	0.28	0.19	0.24	0.63
0.47	0.23	-0.97	0.34	0.25	0.42	-0.3	-0.72	0.2	0.01	0.02	-0.16
0.12	0.23	-0.84	0.28	-0.01	0.18	-0.25	-0.47	-0.05	-0.04	0.15	0.52
0.24	0.38	-1	0.31	0.04	0.19	-0.22	-0.86	0.04	-0.25	-0.03	-0.16
0.13	0.2	-1.04	0.18	-0.05	0.07	-0.21	-0.54	0.15	0.01	-0.22	-0.69
1.19	0.33	-0.89	0.38	0.15	0.14	-0.24	-0.44	0.14	0.01	0.66	1.13
0.57	0.25	-1.15	0.32	0.07	0.32	-0.14	-0.67	0.14	-0.24	-0.07	-0.05
0.22	0.41	-0.96	0.53	-0.04	0.33	-0.18	-0.68	0.05	-0.25	0.04	-0.43
-0.39	0.13	-0.54	0.15	-0.07	0.05	-0.33	-0.42	-0.11	-0.56	-0.2	-0.32
0.35	0.39	-0.74	0.34	0.16	0.28	-0.32	-0.68	0.22	0.21	0.27	-0.04
0.15	0.35	-0.47	0.27	0.06	0.36	-0.51	-0.72	0.23	0.15	0.29	-0.76
-0.08	0.04	-1.11	-0.03	-0.07	-0.01	-0.52	-0.49	0.02	-0.05	0.2	0.51
0.22	0.09	-1.28	0.26	0.02	0.29	-0.14	-0.51	-0.09	-0.1	-0.33	-0.2
0.26	0.46	-0.54	0.37	0.14	0.3	-0.25	-0.48	0.15	-0.18	0.07	-0.45
0.52	0.18	-1	0.27	0.02	0.34	-0.08	-0.5	0.05	-0.16	-0.18	-0.29
0.13	0.22	-1	0.3	-0.01	0.18	-0.19	-0.67	-0.05	-0.23	-0.07	-0.18
-0.06	0.21	-0.84	0.24	0.05	0.19	-0.54	-0.35	0.24	-0.05	-0.19	-0.6
0.51	0.22	-1.06	0.2	0.26	0.25	-0.25	-0.89	0.33	0.43	0.23	-0.41
0.32	0.25	-0.96	0.2	0	0.17	-0.32	-0.42	0.08	-0.04	0.37	-0.43
0.53	0.27	-0.71	0.24	0.05	0.32	-0.5	-0.67	0.2	-0.09	-0.25	-0.12
-0.41	0.11	-0.75	0.03	-0.03	0.07	-0.26	-0.17	0	0.33	-0.88	-1.2
0.25	0.06	-1.12	0.16	-0.09	0.17	-0.39	-0.61	0.09	0.03	-0.22	-0.37
0.6	0.51	-0.68	0.48	0.06	0.36	-0.28	-0.75	0.24	0.11	0.7	-0.53
-0.11	0.26	-0.74	0.21	0.11	0.25	-0.49	-0.82	0.11	0.02	-0.35	-0.86
-0.04	0.27	-0.77	0.29	0.3	0.16	-0.26	-0.38	-0.02	0.42	0	0.12
0.41	0.32	-0.91	0.28	0.08	0.4	-0.31	-0.59	0.35	-0.09	0.08	0.04
1.29	0.04	-1.21	0.01	-0.04	-0.01	-0.17	-0.44	0.12	0.3	-0.59	-0.77
0.34	0.26	-1.14	0.31	0.17	0.3	-0.4	-0.74	0.22	0.02	-0.22	-0.38
-0.16	0.4	-0.73	0.28	0.23	0.67	-0.33	-0.84	0.44	0.22	-0.39	-0.45
-0.15	0.26	-0.62	0.14	-0.07	0.13	-0.37	-0.6	0.06	-0.1	-0.06	-0.06
-0.13	0.32	-0.87	0.23	0.04	0.21	-0.35	-0.64	0.16	-0.23	-0.12	-0.05
-0.51	0.25	-0.8	0.26	0.27	0.25	-0.33	-0.56	0.16	0.43	0.23	-0.42
0.21	0.1	-0.83	0.23	-0.02	0.18	0.01	-0.22	0.19	-0.18	-0.45	-0.76
0.13	0.28	-0.93	0.24	0.01	0.18	0.01	-0.29	0.11	0.17	0.04	-0.78
0.12	0.38	-1.07	0.44	0.15	0.39	-0.14	-0.56	0.06	-0.14	0.15	-0.24
0.77	0.37	-0.85	0.41	0.06	0.32	-0.04	-0.43	-0.08	-0.21	0.68	0.7
0.34	0.11	-1.12	0.05	-0.16	-0.04	-0.3	-0.78	-0.03	-0.4	-0.43	-1.1
1.55	0.3	-0.77	0.32	0.28	0.3	-0.28	-0.63	0.48	0.3	0.03	0.13
-0.2	0.27	-0.95	0.29	0.07	0.13	-0.48	-0.92	0.15	0	-0.26	-0.81
0.3	0.37	-0.97	0.37	-0.01	0.25	-0.29	-0.72	0.02	-0.24	-0.1	-0.14
0.29	0.21	-0.98	0.23	0.04	0.26	-0.43	-0.77	0.27	0.01	-0.78	-0.1
0.52	0.29	-0.89	0.31	0.1	0.28	-0.29	-0.59	0.35	-0.09	-0.22	-0.26
1.84	0.35	-0.91	0.47	0.37	0.25	0	-0.57	0.39	-0.21	0.24	1.82
0.48	0.35	-1.02	0.37	0.24	0.36	-0.13	-0.5	0.23	0.04	-0.03	0.13
0.13	0.18	-1.01	-0.18	0.04	-0.23	-0.31	-0.29	0.15	0.01	-1.76	-1.68
0.12	0.33	-0.78	0.38	0.06	0.27	-0.06	-0.49	-0.01	-0.2	0.1	-0.05
0.2	0.38	-0.83	0.4	0.05	0.24	0.03	-0.28	0.14	-0.16	-0.08	-0.42
0.49	0.36	-0.92	0.33	0.06	0.26	-0.41	-0.91	0.25	-0.05	0.29	-0.9
-0.36	0.22	-0.71	0.11	-0.08	0.11	-0.24	-0.34	-0.08	0.17	-0.09	-0.38
1.35	0.36	-1.09	0.46	0.22	0.31	0.07	-0.37	0.02	-0.27	0.66	1.7
0.1	0.37	-0.61	0.3	0.06	0.27	-0.12	-0.53	0.1	-0.12	-0.29	-0.26
0.12	0.36	-0.51	0.33	0.14	0.24	-0.08	-0.41	0.01	-0.15	0	-0.69
0.05	0.18	-0.66	0.28	0.2	0.23	0.02	-0.28	0.11	-0.2	0.03	-0.03
0	0.22	-0.96	0.37	-0.03	0.21	-0.08	-0.32	0.15	0.04	-0.13	0.13
0.74	0.77	-0.07	0.31	0.39	0.16	-0.37	-0.55	0.26	-0.21	-0.89	0.52
-0.04	0.29	-0.71	0.18	0.14	0.16	-0.34	-0.37	0.14	-0.05	-0.2	-0.84
0.14	0.19	-0.96	0.24	-0.01	0.15	-0.26	-0.69	0.02	-0.02	-0.1	-0.66
0.21	0.36	-0.41	0.2	0.23	0.21	-0.29	-0.73	0.27	0.03	-0.53	-0.75
0.21	0.32	-0.92	0.36	0.14	0.26	-0.27	-0.55	0.2	0	-0.05	-0.11
-0.66	0.22	-0.84	0.14	0.11	0.08	-0.51	-0.55	0.24	0.35	-0.49	-1.27
-0.38	0.17	-0.89	0.19	-0.06	0.11	-0.41	-0.3	0.08	-0.02	0.05	0.29
-0.55	0.33	-0.52	0.23	0.05	0.09	-0.56	-0.39	0.05	0.03	-0.2	-0.57
0.04	0.32	-0.66	0.31	0.11	0.23	-0.41	-0.44	0.1	-0.06	-0.14	-0.52
-0.17	0.25	-1.03	0.17	-0.1	0.05	-0.32	-0.56	0	-0.1	-0.32	-1.36
0.23	0.32	-1.01	0.31	0.05	0.25	-0.16	-0.45	0.06	-0.16	0.02	0.09
0.42	0.42	-0.93	0.35	0.03	0.33	-0.21	-0.71	0.07	-0.02	0.06	-0.16
0.35	0.32	-0.98	0.29	0.13	0.31	-0.21	-0.47	0.24	-0.04	0.23	0.59
0.23	0.36	-0.77	0.36	0.18	0.27	-0.29	-0.53	0.15	-0.13	-0.1	-0.57
0.46	0.23	-1.01	0.26	0.1	0.17	-0.32	-0.55	0.25	-0.11	-0.06	-1
1.67	0.3	-0.73	0.39	0.32	0.24	-0.03	-0.54	0.05	-0.14	0.41	1.38
0.42	0.33	-0.97	0.35	0.12	0.3	-0.43	-0.74	0.3	-0.07	-0.19	-0.57
0.37	0.29	-0.79	0.34	0.13	0.22	-0.25	-0.47	0.18	-0.19	0.09	-0.28
-0.08	0.15	-1.39	0.19	-0.14	0.11	-0.12	-0.36	-0.03	-0.61	-0.5	-0.46
0.36	0.32	-1.09	0.3	0.19	0.3	-0.39	-0.69	0.29	0.09	-0.3	-0.84
0.13	0.19	-1.18	0.23	-0.07	0.21	-0.32	-0.58	0.08	-0.17	-0.29	-0.37
1.35	0.28	-0.76	0.23	0.12	0.25	-0.16	-0.6	0.19	-0.01	0.24	1.37
0.09	0.22	-1.07	0.34	0.03	0.24	-0.28	-0.29	0.24	0.06	-0.04	-0.1
0.26	0.18	-0.89	0.36	0.03	0.38	-0.07	-0.41	0.11	0.18	0.14	-0.01
0.15	0.3	-0.95	0.32	-0.01	0.32	-0.23	-0.51	0.19	0.12	-0.2	0.45
0.36	0.14	-1.02	0.18	0.12	0.24	-0.15	-0.25	0.32	-0.11	-0.33	-0.83
0.41	0.31	-1.07	0.29	0.49	0.35	-0.12	-0.35	0.2	0.05	0	-0.31
-0.15	0.25	-0.7	0.28	0.11	0.19	-0.1	-0.19	0.15	-0.37	0.01	0.29
-0.39	0.17	-0.78	0.14	-0.04	0.29	-0.12	-0.08	0.12	0.26	0.06	0.45
-0.2	0.24	-0.98	0.19	-0.09	0.06	-0.43	-0.94	0.02	-0.34	-1.03	-1.15
0.41	0.22	-0.98	0.29	0.13	0.4	-0.15	-0.5	0.24	-0.04	-0.18	-0.52
0.3	0.2	-0.98	0.26	0.1	0.24	-0.16	-0.32	0.14	-0.03	0	0.49
0.39	0.22	-0.92	0.2	0.16	0.28	-0.15	-0.51	0.1	-0.07	-0.08	0.11
-0.65	0.1	-0.54	0.16	0.04	0.14	-0.32	-0.24	-0.04	0	-1.62	-1.61
0.33	0.31	-0.87	0.32	0.16	0.28	-0.26	-0.61	0.21	0.03	0.09	-0.19
0.6	0.5	-0.41	0.43	0.38	0.39	-0.42	-1	0.38	0.08	0.06	-0.31
0.21	0.31	-1.02	0.46	0.14	0.35	-0.29	-0.71	0.1	-0.18	-0.24	-0.57
0.23	0.24	-0.93	0.23	0.13	0.21	-0.3	-0.71	0.23	-0.1	-0.46	-0.66
0.43	0.14	-0.9	0.18	-0.06	0.06	-0.42	-0.68	0.15	0.01	0.31	0.66
0.15	0.31	-1.06	0.44	0.21	0.42	-0.17	-0.58	0.04	-0.22	0.14	-0.14
-0.67	0.06	-0.36	0.1	-0.02	0	-0.59	-0.72	0.22	-0.03	-0.84	-1.3
0.08	0.21	-1.05	0.41	0.08	0.31	-0.1	-0.5	0.13	0.1	-0.05	-0.32
0.24	0.33	-0.59	0.25	-0.03	0.22	-0.08	-0.41	0.17	-0.01	-0.28	-0.45
0.27	0.29	-0.74	0.37	0.26	0.39	-0.13	-0.39	0.14	-0.16	0.21	0.01
-0.5	0.28	-0.59	0.17	-0.02	0.05	-0.5	-0.45	-0.1	-0.07	-0.21	-0.78
CS22175-007											
CS22186-023											
CS22186-025											
CS22886-042											
CS22892-052											
CS22945-028											
CS22957-013											
CS22958-083											
CS29491-069											
CS29491-109											
CS29497-004											
CS29510-058											
CS30315-001											
CS30315-029											
CS30337-097											
CS30339-041											
CS30343-063											
CS31060-047											
CS31062-041											
CS31072-118											
CS31082-001											
HD20											
HD221170											
HE0005-0002											
HE0008-3842											
HE0017-4838											
HE0018-1349											
HE0023-4825											
HE0029-1839											
HE0037-2657											
HE0039-4154											
HE0044-4023											
HE0045-2430											
HE0049-5700											
HE0051-2304											
HE0054-0657											
HE0057-4541											
HE0104-4007											
HE0104-5300											
HE0105-6141											
HE0109-0742											
HE0111-1454											
HE0121-2826											
HE0143-1135											
HE0143-4108											
HE0143-4146											
HE0157-3335											
HE0200-0955											
HE0202-2204											
HE0231-4016											
HE0240-0807											
HE0240-6105											
HE0243-0753											
HE0243-5238											
HE0248+0039											
HE0300-0751											
HE0305-4520											
HE0317-4640											
HE0323-4529											
HE0328-1047											
HE0330-4004											
HE0330-4144											
HE0331-4939											
HE0333-4001											
HE0337-5127											
HE0339-4027											
HE0340-3430											
HE0340-5355											
HE0344+0139											
HE0347-1819											
HE0400-2917											
HE0401-0138											
HE0417-0821											
HE0430-4404											
HE0430-4901											
HE0432-0923											
HE0436-4008											
HE0441-4343											
HE0442-1234											
HE0454-4758											
HE0501-5644											
HE0512-3835											
HE0516-3820											
HE0517-1952											
HE0520-1748											
HE0524-2055											
HE0534-4615											
HE0538-4515											
HE0547-4539											
HE0858-0016											
HE0951-1152											
HE1044-2509											
HE1052-2548											
HE1054-0059											
HE1122-1429											
HE1126-1735											
HE1127-1143											
HE1128-0823											
HE1131+0141											
HE1132+0125											
HE1132+0204											
HE1135+0139											
HE1210+0048											
HE1210-1956											
HE1212-0127											
HE1214-1819											
HE1215+0149											
HE1219-0312											
HE1222-0336											
HE1225+0155											
HE1225-0515											
HE1230-1724											
HE1237-3103											
HE1243-1425											
HE1247-2114											
HE1248-1800											
HE1249-2932											
HE1251-0104											
HE1252+0044											
HE1254+0009											
HE1256-0228											
HE1259-0621											
HE1300-0641											
HE1300-0642											
HE1300-2431											
HE1311-1412											
HE1314-3036											
HE1320-1339											
HE1330-0607											
HE1335+0135											
HE1337-0453											
HE1343-0640											
HE1345-0206											
HE1351-1049											
HE1419-1759											
HE1421-2006											
HE1430+0053											
HE1430-0026											
HE1430-1123											
HE1431-2142											
HE1500-1628											
HE2133-1432											
HE2134+0001											
HE2139-1851											
HE2143+0030											
HE2150-0825											
HE2151-2858											
HE2153-2719											
HE2154-2838											
HE2155+0136											
HE2156-3130											
HE2158-3112											
HE2201-0637											
HE2204-1703											
HE2206-2245											
HE2216-0621											
HE2216-1548											
HE2217-0706											
HE2217-1523											
HE2219-0713											
HE2221-4150											
HE2222-4156											
HE2224+0143											
HE2224-4103											
HE2226-4102											
HE2227-4044											
HE2228-3806											
HE2229-4153											
HE2231-0622											
HE2234-0521											
HE2238-2152											
HE2240-0412											
HE2242-1930											
HE2243-0151											
HE2244-1503											
HE2247-3705											
HE2250-2132											
HE2252-4157											
HE2252-4225											
HE2258-3456											
HE2259-3407											
HE2301-4024											
HE2301-4126											
HE2304-4153											
HE2311+0129											
HE2314-1554											
HE2325-0755											
HE2326+0038											
HE2327-5642											
HE2329-3702											
HE2334-0604											
HE2335-5958											
HE2345-1919											
HE2347-1254											
HE2347-1334											
[C/Fe]											
[Mg/Fe]											
[Al/Fe]											
[Ca/Fe]											
[Sc/Fe]											
[Ti/Fe]											
[Cr/Fe]											
[Mn/Fe]											
[Co/Fe]											
[Ni/Fe]											
[Sr/Fe]											
[Ba/Fe]											
